A,B,t,y
0.0,1.0,0.0864,35.95099434155895
0.0,0.0,0.5895,18.866800366364465
0.0,1.0,0.2001,35.65881545499013
1.0,1.0,0.6514,60.49232351183143
0.0,1.0,0.186,35.97970840673964
1.0,1.0,0.7055,51.47603624266322
0.0,1.0,0.7045,38.26928286417712
0.0,1.0,0.7812,35.831125726075854
1.0,1.0,0.7635,52.42055115723584
1.0,1.0,0.2416,55.715304853986396
1.0,0.0,0.0342,29.25131216601269
1.0,0.0,0.1018,29.893865433246006
0.0,0.0,0.7642,16.537288721912276
0.0,0.0,0.7024,18.715082759482893
0.0,1.0,0.6393,39.9763443090614
0.0,1.0,0.879,31.88404178036798
1.0,0.0,0.6758,25.88892126674338
1.0,0.0,0.8923,28.445698116959136
0.0,1.0,0.0222,36.54567356421003
1.0,1.0,0.8314,61.890679257145024
1.0,1.0,0.7945,57.70948894624064
0.0,0.0,0.4781,16.519643802289465
1.0,1.0,0.5476,51.75168709611007
0.0,1.0,0.9101,31.04182658804073
1.0,1.0,0.2626,53.73182249201615
1.0,1.0,0.2124,57.72065256333285
1.0,1.0,0.3344,54.62473646538114
1.0,1.0,0.475,56.37356849063899
0.0,0.0,0.7191,18.71317055349781
1.0,1.0,0.8731,59.04317679088663
1.0,0.0,0.929,29.43356495217551
0.0,1.0,0.4136,35.307498756810034
1.0,0.0,0.7465,25.957373804755107
0.0,0.0,0.2546,14.405309282842701
1.0,1.0,0.2857,54.25908868198891
0.0,0.0,0.9512,10.988011478347364
1.0,1.0,0.9479,46.95168362198914
0.0,1.0,0.5439,38.489243523554094
1.0,0.0,0.8711,27.550301998886802
1.0,0.0,0.4068,27.64393633018406
0.0,1.0,0.9628,31.116740129712273
1.0,1.0,0.1534,54.41244309993335
1.0,1.0,0.8212,63.79748228343118
0.0,0.0,0.7561,16.86431297625191
1.0,0.0,0.1476,29.506836015410904
1.0,1.0,0.4638,58.40205295113057
0.0,1.0,0.3559,34.68652143808718
0.0,1.0,0.8875,31.53899038220658
0.0,0.0,0.4346,14.981450100278167
0.0,1.0,0.5718,38.68806312363358
0.0,0.0,0.4326,14.498694042983114
1.0,0.0,0.4795,26.863632502659414
0.0,1.0,0.9431,30.59229746662408
1.0,1.0,0.2545,57.11123104227715
0.0,0.0,0.3863,14.297172710211631
1.0,1.0,0.5442,51.12890226579752
0.0,1.0,0.3291,34.693299951702734
0.0,1.0,0.2338,34.86320518934746
1.0,0.0,0.3819,27.73334189437437
0.0,1.0,0.672,39.85926402490982
1.0,0.0,0.0194,29.32505338365973
1.0,1.0,0.089,55.64168147731368
0.0,1.0,0.7026,39.27093942566478
0.0,0.0,0.2213,15.178019612513673
1.0,1.0,0.633,62.697939593652904
0.0,1.0,0.047,36.09072867608695
0.0,0.0,0.3775,14.452723878323088
1.0,0.0,0.0967,29.561255936079686
1.0,1.0,0.6216,62.96930909713144
1.0,0.0,0.0938,29.41674391189794
1.0,0.0,0.2846,28.421633083487556
1.0,0.0,0.5724,25.534718225858974
1.0,1.0,0.6424,62.8243270217161
1.0,1.0,0.1393,55.84596807156845
1.0,1.0,0.4607,57.348526502937744
1.0,0.0,0.87,27.643521305392827
0.0,1.0,0.2081,35.52021970120095
0.0,1.0,0.4902,36.45381836711555
1.0,0.0,0.9599,29.573280341612637
0.0,1.0,0.8227,34.57102863513918
0.0,0.0,0.1017,15.921381979408572
1.0,0.0,0.8987,28.45169568204129
0.0,1.0,0.5952,38.61920106780449
1.0,0.0,0.4703,26.617909994028786
1.0,1.0,0.0635,57.52304200627351
1.0,1.0,0.2091,59.770073609893565
0.0,0.0,0.1664,15.29279039912339
0.0,1.0,0.7005,39.00424424865599
0.0,1.0,0.9582,30.781780302588515
0.0,0.0,0.7859,16.009978753295655
0.0,1.0,0.7931,35.552731478695
1.0,0.0,0.4424,27.235841799909068
1.0,0.0,0.5053,26.003502562673326
0.0,0.0,0.2863,14.396821525060695
0.0,1.0,0.6324,39.85480866031429
1.0,1.0,0.2426,58.720554697200754
0.0,1.0,0.3577,34.53652641963176
1.0,0.0,0.7602,25.836290336932976
0.0,0.0,0.324,13.550255326517556
0.0,1.0,0.2215,34.80588486604073
0.0,1.0,0.0039,35.789498587112725
1.0,1.0,0.8401,64.44696110466403
1.0,0.0,0.9979,21.704712444670754
0.0,1.0,0.9837,31.317521709207092
0.0,1.0,0.5911,39.045212743958956
0.0,0.0,0.2782,13.90205732470137
0.0,1.0,0.6294,39.370241241290756
0.0,1.0,0.3885,34.33121269938444
1.0,1.0,0.0079,56.6402302524302
1.0,0.0,0.3408,27.926726299073632
1.0,1.0,0.9137,52.337354238739174
0.0,0.0,0.9452,10.82451314850401
1.0,1.0,0.025,54.2195088181183
0.0,0.0,0.1998,14.883863884939624
1.0,0.0,0.0576,29.72253369193337
1.0,1.0,0.7134,49.49552454122822
0.0,0.0,0.1373,16.05209009597804
0.0,0.0,0.5596,17.757519384891268
1.0,1.0,0.3026,55.35544074978975
1.0,1.0,0.9665,48.55582466099278
1.0,0.0,0.2914,28.269487852263545
0.0,1.0,0.6523,39.26102889012401
0.0,0.0,0.6762,19.77758429245074
0.0,1.0,0.4039,34.16288456341432
1.0,1.0,0.2845,52.40902468454652
1.0,1.0,0.7061,53.049346350407625
0.0,0.0,0.085,16.31777642613175
1.0,1.0,0.4723,57.31836752850825
1.0,1.0,0.0705,54.507597016561284
1.0,0.0,0.4839,26.402234970577947
1.0,1.0,0.9017,51.4705221993045
1.0,0.0,0.7591,25.69501715194172
1.0,1.0,0.686,56.20956591751289
0.0,1.0,0.4023,35.04859658499805
0.0,0.0,0.859,12.710695265213786
0.0,0.0,0.3202,14.448150379651452
0.0,0.0,0.1875,15.31407990822576
1.0,0.0,0.9205,29.473640338268368
0.0,1.0,0.0259,36.26906877849152
0.0,1.0,0.7251,38.07985794035743
0.0,0.0,0.4253,14.651288150303419
1.0,0.0,0.151,29.63753432810099
1.0,1.0,0.0331,57.83855666882043
0.0,1.0,0.4936,36.13015884089509
0.0,0.0,0.9785,10.306656535418988
0.0,0.0,0.4267,14.579420963728198
1.0,0.0,0.2583,29.25660077768618
1.0,0.0,0.6606,25.479626356736986
1.0,1.0,0.1263,54.876727044038674
0.0,1.0,0.9268,30.653972208857557
1.0,0.0,0.663,25.751789388944818
0.0,0.0,0.3992,14.348153351987868
1.0,0.0,0.8204,26.78661477658083
1.0,1.0,0.1025,55.901358527112606
1.0,0.0,0.9586,29.797098643232403
0.0,1.0,0.3854,34.420309097230636
0.0,1.0,0.5169,36.835166726866994
0.0,1.0,0.6282,38.89305293611879
0.0,0.0,0.143,15.907685667710913
1.0,1.0,0.1432,56.01974966119371
1.0,1.0,0.8988,51.6801568333012
1.0,0.0,0.057,29.33632613554528
1.0,0.0,0.4183,27.30155969534172
0.0,0.0,0.1256,15.747316511013658
0.0,0.0,0.0445,15.62201933595535
1.0,0.0,0.406,26.967108742000732
1.0,0.0,0.8719,27.943389845782356
0.0,1.0,0.3758,34.49583294988239
1.0,0.0,0.1861,29.33216449040723
0.0,1.0,0.6583,39.985351645775
0.0,1.0,0.5691,38.92849225769996
1.0,0.0,0.4549,27.142028509571773
0.0,0.0,0.7402,17.19258480388251
0.0,1.0,0.6752,39.065824120705585
0.0,0.0,0.8374,13.85889126850176
1.0,0.0,0.7996,26.58486080784356
0.0,1.0,0.537,38.274454554380895
1.0,0.0,0.7003,25.747268262525598
1.0,1.0,0.8903,54.87373006264666
1.0,1.0,0.0301,57.196428347845774
1.0,1.0,0.1698,57.24853890824008
1.0,1.0,0.8941,55.89521356316796
0.0,1.0,0.3955,34.240262843359524
1.0,1.0,0.9815,51.754434083888476
1.0,0.0,0.2931,28.798593735972673
0.0,1.0,0.6334,39.1681079632382
1.0,0.0,0.1996,29.371512214471654
0.0,1.0,0.4586,35.27194768169895
0.0,0.0,0.0708,16.387737848114526
0.0,0.0,0.1976,14.982329802291012
1.0,1.0,0.6415,61.09612027167105
0.0,0.0,0.9959,11.177792161437793
1.0,0.0,0.7738,26.31333804634478
1.0,1.0,0.2998,51.53432989053821
1.0,0.0,0.2955,28.432361618192665
0.0,0.0,0.6086,19.4337466001002
1.0,1.0,0.5236,52.69704909195212
1.0,0.0,0.5671,25.71604811304679
1.0,1.0,0.1066,56.48938735408267
1.0,0.0,0.3695,27.588180620873107
0.0,1.0,0.9318,30.453573530443755
0.0,0.0,0.5388,17.399036858053623
0.0,1.0,0.6757,39.528581012302816
0.0,0.0,0.5487,17.842095443411047
0.0,0.0,0.8523,12.993318124223713
1.0,1.0,0.1465,53.82001977977292
0.0,0.0,0.2575,14.423356657968085
0.0,1.0,0.3893,34.595060230652585
0.0,1.0,0.2967,34.3422789775006
1.0,0.0,0.1217,29.74884702307225
1.0,0.0,0.6217,25.231827137236905
1.0,0.0,0.1091,29.955933173235557
0.0,1.0,0.8047,34.68861507746307
1.0,0.0,0.0411,29.282105106952386
1.0,1.0,0.8505,62.252839977779246
1.0,1.0,0.4266,61.48714896807168
1.0,0.0,0.0739,29.712179011412708
1.0,1.0,0.8084,58.36201467466056
1.0,1.0,0.4559,58.21938351407259
0.0,1.0,0.9406,30.659512585515508
1.0,1.0,0.7043,52.85002021448222
1.0,0.0,0.5605,25.605685792352322
1.0,1.0,0.7324,50.969814146460145
0.0,0.0,0.7096,18.563079003930007
1.0,1.0,0.8671,58.89015815741073
0.0,1.0,0.4932,36.956809886725644
0.0,1.0,0.7223,37.85273004612829
1.0,1.0,0.1221,56.01712677489681
1.0,0.0,0.5437,26.315287145059763
0.0,1.0,0.7558,37.18190788369088
0.0,1.0,0.6681,39.67536913988145
1.0,0.0,0.0444,29.472584511028252
0.0,1.0,0.2012,35.86898142928193
0.0,0.0,0.0939,15.862483009089281
1.0,0.0,0.2942,28.819865071796716
1.0,0.0,0.2121,28.949008339640518
1.0,1.0,0.177,56.50166374667758
1.0,0.0,0.0588,29.47861913895961
1.0,0.0,0.3054,28.445490873716874
1.0,0.0,0.3297,28.110923873407778
1.0,1.0,0.1247,55.44560170909352
0.0,1.0,0.247,35.04485948088342
0.0,0.0,0.3395,14.243629134593597
1.0,0.0,0.3826,27.600694504017277
1.0,0.0,0.2573,29.044196076248014
0.0,0.0,0.9644,10.106453599535293
0.0,0.0,0.2747,13.896891671385259
0.0,1.0,0.9556,30.994983337405138
0.0,1.0,0.5474,37.67214909741233
0.0,1.0,0.0661,35.84443005718451
1.0,0.0,0.8742,28.245333514090852
1.0,0.0,0.2866,29.005318324579825
0.0,0.0,0.7066,18.203195205095092
1.0,1.0,0.9935,53.96467938716472
1.0,1.0,0.3868,55.88410105399034
1.0,0.0,0.7805,26.256863573188788
0.0,1.0,0.8517,32.95356534580011
1.0,1.0,0.547,51.48515468764568
0.0,1.0,0.3281,34.02321515907032
1.0,0.0,0.8194,26.55240703877973
1.0,1.0,0.3199,53.421397600504775
0.0,1.0,0.4541,35.49170704976011
0.0,1.0,0.8403,33.194851456443914
0.0,1.0,0.9117,30.505164275560126
0.0,0.0,0.1287,15.583149029054736
1.0,1.0,0.2954,55.48877033078382
0.0,1.0,0.334,34.42357591650701
0.0,0.0,0.9873,10.73833265443511
1.0,1.0,0.3669,54.81866738817663
1.0,0.0,0.4192,27.294895581749174
0.0,1.0,0.2688,34.66906081118684
0.0,0.0,0.4528,15.125976552429012
0.0,1.0,0.2728,34.57260985692976
0.0,1.0,0.6298,39.880783294750124
0.0,1.0,0.5458,38.23198534708972
1.0,1.0,0.5096,51.40560631558982
0.0,0.0,0.7425,17.841286760746875
1.0,1.0,0.3817,58.413161989469245
1.0,1.0,0.7289,50.753533813268845
0.0,1.0,0.3763,33.897605190794614
0.0,1.0,0.2604,34.6057784429389
0.0,0.0,0.9365,10.290223959401239
1.0,0.0,0.2364,28.939029022802515
1.0,0.0,0.2985,28.595595202376078
1.0,1.0,0.8407,62.88938928670897
0.0,0.0,0.0461,15.94062770912134
1.0,1.0,0.0952,55.065764015677345
0.0,1.0,0.4374,34.810303286810324
1.0,0.0,0.8998,28.61413370024754
1.0,0.0,0.0502,29.62802291040139
1.0,0.0,0.7019,25.38697024615654
0.0,0.0,0.6567,19.828634444871003
1.0,0.0,0.3376,28.41983740483726
0.0,1.0,0.0847,35.97491822545468
1.0,0.0,0.3537,27.57880602072502
1.0,0.0,0.6709,25.45649362532106
0.0,1.0,0.0844,36.1534308050617
1.0,1.0,0.9917,56.375836875536095
0.0,0.0,0.0917,16.271837736752758
0.0,1.0,0.8184,34.729484607807585
1.0,0.0,0.0637,29.78469090241457
0.0,1.0,0.5106,36.98678662024748
1.0,1.0,0.7587,51.3124085286336
1.0,0.0,0.7577,26.24322385921177
0.0,0.0,0.0996,15.794983431818274
1.0,0.0,0.3278,27.95370018536782
1.0,0.0,0.5734,25.500901322319713
1.0,0.0,0.7405,26.0045957050119
1.0,1.0,0.3467,54.8337411867221
0.0,0.0,0.0106,16.47507612494932
0.0,0.0,0.0838,16.407057355908726
0.0,0.0,0.0054,15.78347004356944
0.0,1.0,0.8511,32.58680746282697
1.0,1.0,0.7475,48.10583350916984
0.0,0.0,0.1638,15.371285319133602
1.0,1.0,0.9113,48.9596640443521
1.0,0.0,0.8171,26.43183163251835
1.0,1.0,0.3544,53.323187963341375
1.0,1.0,0.4767,56.48046052670122
0.0,1.0,0.4369,35.14121726434846
1.0,0.0,0.781,26.503289984999277
1.0,1.0,0.7807,53.48508940749662
0.0,0.0,0.6349,19.82203038551698
1.0,1.0,0.6575,59.1572473651444
1.0,0.0,0.8441,27.532784571189804
1.0,0.0,0.8512,27.24103627929186
0.0,1.0,0.5358,38.08092991148025
0.0,0.0,0.558,18.505556083150402
0.0,0.0,0.4854,16.769523949636035
0.0,1.0,0.8091,34.796425708101225
0.0,1.0,0.5713,38.88518054687235
0.0,0.0,0.7294,17.81126718131108
1.0,0.0,0.372,27.951084219121253
0.0,0.0,0.7732,16.218466358885767
1.0,0.0,0.9544,29.26821189491286
1.0,1.0,0.6293,59.55476711919826
0.0,0.0,0.8372,13.577922816412022
0.0,1.0,0.1122,36.44510293369518
1.0,1.0,0.7569,51.146910123298795
0.0,1.0,0.7589,37.59674710980076
1.0,1.0,0.917,48.09765685797096
0.0,1.0,0.0471,35.98719842991659
0.0,0.0,0.7901,15.739729326469744
0.0,1.0,0.958,30.041793829236344
0.0,1.0,0.4633,35.63178290779751
0.0,1.0,0.9343,31.15085065778042
0.0,1.0,0.78,36.810551524271425
1.0,0.0,0.77,26.069073625078442
1.0,0.0,0.5406,25.913649533129572
0.0,0.0,0.7885,16.188768110393838
0.0,0.0,0.4142,14.606562995484756
0.0,1.0,0.4129,34.747179420776575
1.0,1.0,0.9561,47.11117801871109
1.0,0.0,0.548,25.97227023546299
0.0,0.0,0.45,15.411737247990693
1.0,0.0,0.3092,28.155511980607848
0.0,1.0,0.0442,36.576994342459386
0.0,0.0,0.0313,15.735779721295568
1.0,1.0,0.4533,55.87603263017196
0.0,1.0,0.2418,34.840596940682126
1.0,0.0,0.1745,29.242432764294662
1.0,1.0,0.0404,57.25553759204086
1.0,0.0,0.8634,27.607396658117615
0.0,1.0,0.4135,34.62427853575772
1.0,0.0,0.4802,26.824280253070203
1.0,0.0,0.5946,25.686817554675514
0.0,1.0,0.6434,39.979780572055596
1.0,1.0,0.4884,55.3218654558482
0.0,0.0,0.3991,14.233897673293862
0.0,0.0,0.0423,16.216886614355772
0.0,1.0,0.4367,34.74602492523857
1.0,1.0,0.1561,54.40818957532541
1.0,1.0,0.281,54.06222685123541
0.0,1.0,0.3704,34.70740399746734
0.0,0.0,0.612,18.745003738137466
0.0,0.0,0.4029,13.995426290513558
1.0,1.0,0.7808,53.97800647643609
0.0,1.0,0.3814,34.57504217711139
0.0,0.0,0.3759,14.101931009750395
0.0,0.0,0.1995,15.945434248281957
0.0,0.0,0.4098,14.635399120744996
0.0,0.0,0.5394,18.14932989953865
1.0,0.0,0.2628,29.219470014145465
1.0,0.0,0.4115,26.865964972485877
0.0,0.0,0.0569,15.69749841553374
1.0,0.0,0.5301,25.859198246935055
0.0,0.0,0.3978,13.941303202466548
0.0,0.0,0.0667,15.647855421621028
0.0,1.0,0.5981,39.597498869459194
1.0,1.0,0.0491,56.613572274883154
1.0,1.0,0.7679,50.20673533685054
1.0,0.0,0.6699,25.633021746435602
0.0,0.0,0.9367,11.14971343783295
1.0,0.0,0.806,26.591968453754546
1.0,1.0,0.1095,55.80681106604905
0.0,0.0,0.282,13.850806667894812
1.0,1.0,0.4737,57.6267150238422
0.0,0.0,0.1483,15.821363612127598
1.0,1.0,0.6142,58.80298390373841
0.0,0.0,0.4914,16.372773278575977
1.0,1.0,0.2756,56.044724257842546
0.0,0.0,0.3055,13.856552368726321
0.0,1.0,0.2676,34.17771789007822
1.0,0.0,0.0401,29.078522004514
1.0,1.0,0.3165,51.631945477350115
0.0,1.0,0.2354,35.57760147314695
1.0,0.0,0.076,29.61252456553648
1.0,1.0,0.1914,55.92883748126677
0.0,1.0,0.8575,32.28550013273662
1.0,1.0,0.5209,53.141599715407864
1.0,0.0,0.7317,25.990946121125376
1.0,1.0,0.947,46.72211133982645
1.0,0.0,0.6402,25.63957531072656
0.0,0.0,0.512,16.49177762980209
1.0,1.0,0.2661,53.88980858017042
0.0,0.0,0.2183,15.219197064780797
0.0,0.0,0.5567,18.354272449762313
1.0,0.0,0.9468,29.288471186175755
0.0,0.0,0.6485,19.78848848285009
0.0,0.0,0.0237,15.586708243886154
1.0,0.0,0.2663,28.485406858367487
0.0,1.0,0.0053,36.36462466692132
0.0,0.0,0.4406,15.669243858487821
1.0,0.0,0.6687,25.596199357514724
0.0,1.0,0.7228,38.07601996150036
0.0,0.0,0.9433,10.567264011972505
1.0,0.0,0.0718,29.87383675478371
1.0,0.0,0.9879,25.774412214448603
0.0,0.0,0.8457,13.367171704391708
0.0,1.0,0.949,30.170957715235826
1.0,0.0,0.0768,29.890081850336163
0.0,0.0,0.3647,13.89116931875693
1.0,0.0,0.6381,25.398519825393628
1.0,0.0,0.0015,28.613045377287516
1.0,0.0,0.287,28.88834206312148
1.0,1.0,0.4534,57.86086058080275
0.0,1.0,0.6625,39.512006146507304
0.0,1.0,0.8152,34.238332787404254
0.0,0.0,0.3249,13.60380307844284
0.0,1.0,0.0665,36.69586229605957
1.0,0.0,0.4806,26.3451986481918
1.0,1.0,0.744,48.543373470680734
1.0,1.0,0.6482,59.37984259720883
0.0,1.0,0.9184,31.142783984259744
0.0,0.0,0.3694,14.594776076767758
0.0,1.0,0.6483,39.7308602491999
0.0,1.0,0.5812,38.5369241496345
0.0,1.0,0.6391,39.33023089239977
0.0,1.0,0.3018,34.17779361892545
0.0,1.0,0.1059,35.924466905502854
0.0,1.0,0.0932,36.63150793867563
1.0,1.0,0.6188,62.51443605188199
0.0,1.0,0.5378,38.295252296014446
0.0,0.0,0.8424,12.935855820185868
1.0,0.0,0.136,29.908958374553578
1.0,1.0,0.1345,54.27306998247619
1.0,1.0,0.3117,51.60600163897771
0.0,0.0,0.4031,14.29530249897491
1.0,1.0,0.4653,56.6970170339297
0.0,1.0,0.9943,31.307835263805895
1.0,1.0,0.9545,46.0860981791748
0.0,0.0,0.4568,15.391471392987015
1.0,0.0,0.2518,28.644727927966997
1.0,1.0,0.8317,62.2713815719821
1.0,1.0,0.7362,50.997089978919064
0.0,0.0,0.2239,14.54337577117654
0.0,0.0,0.8056,15.01402944381989
0.0,0.0,0.9832,10.645459774181802
0.0,0.0,0.3848,14.774168470091784
1.0,1.0,0.9936,56.264528356226386
0.0,1.0,0.4123,34.46841789458134
0.0,1.0,0.146,36.56516068821308
0.0,1.0,0.0076,36.590131193444506
0.0,0.0,0.291,14.604063268428327
1.0,0.0,0.1962,29.698654768418955
0.0,1.0,0.9657,30.38210220973744
0.0,0.0,0.2192,15.155333884597745
1.0,0.0,0.0451,29.268652501054
0.0,0.0,0.368,14.188006420513894
0.0,1.0,0.2685,34.726800799422136
1.0,1.0,0.8156,60.30494573380449
1.0,1.0,0.3718,57.6760453368628
1.0,1.0,0.416,57.467439219827114
0.0,1.0,0.0905,35.87927768318964
1.0,1.0,0.5365,51.9848333907167
1.0,0.0,0.4894,26.334040361197303
0.0,0.0,0.2584,14.216553915127076
1.0,0.0,0.5303,26.13219471250212
1.0,0.0,0.2045,29.600748534613434
0.0,0.0,0.1008,16.31275260109536
1.0,0.0,0.9809,27.92369743256301
0.0,1.0,0.5035,36.71633891071994
0.0,1.0,0.6528,39.86325895088218
1.0,1.0,0.1847,56.30397980009312
1.0,1.0,0.3551,53.29819221099794
1.0,0.0,0.1219,29.863695921142813
0.0,1.0,0.6629,39.29450048294764
0.0,1.0,0.9439,30.91257933814543
1.0,1.0,0.2462,55.64584134038333
1.0,1.0,0.494,52.069086123273046
1.0,1.0,0.4738,56.292833302290695
0.0,0.0,0.9569,10.327271097942626
0.0,0.0,0.0189,16.08096390478697
0.0,1.0,0.9946,31.465132647766815
0.0,0.0,0.2282,15.510015978695657
1.0,0.0,0.8954,28.444089111853934
1.0,1.0,0.2071,55.48103072174145
0.0,0.0,0.5089,17.130838114056598
1.0,1.0,0.2617,57.733019180826474
0.0,1.0,0.8968,31.70572018327317
1.0,1.0,0.1909,56.76421870214739
0.0,0.0,0.3909,14.255080314419146
1.0,1.0,0.6198,62.74531866882798
1.0,0.0,0.8219,26.81974253407782
1.0,0.0,0.1926,29.601985699045173
1.0,0.0,0.973,28.91476034362386
0.0,1.0,0.3914,34.476921684884196
1.0,1.0,0.8365,63.918985935915906
1.0,0.0,0.0608,29.330007806905773
0.0,0.0,0.0953,16.10633927970083
1.0,0.0,0.7015,25.5022447353581
1.0,0.0,0.3295,28.509942731938736
0.0,0.0,0.2054,15.545812076253597
0.0,1.0,0.0128,36.56989086037328
1.0,0.0,0.9028,29.094062068644735
1.0,1.0,0.5408,53.310764304299184
0.0,0.0,0.6494,19.044694635897734
1.0,1.0,0.5766,57.46048069052155
0.0,0.0,0.5405,17.287027783308748
1.0,0.0,0.6455,25.440307267912203
1.0,0.0,0.2191,29.206165327827172
1.0,0.0,0.2098,29.588453341698262
0.0,0.0,0.606,19.186758111597186
1.0,1.0,0.0837,56.28909693269309
1.0,0.0,0.9102,28.883091906246044
1.0,1.0,0.1497,53.623293994107556
0.0,1.0,0.6228,39.38885022705121
0.0,0.0,0.3218,13.574235085374882
0.0,1.0,0.819,34.30187706018271
0.0,1.0,0.2313,34.77531975706747
1.0,1.0,0.8067,59.9337314527963
0.0,1.0,0.0783,35.89011916007041
1.0,1.0,0.3308,52.74195111345528
1.0,1.0,0.2448,54.73956746042164
1.0,1.0,0.9199,49.236970959269996
1.0,0.0,0.5245,25.78937918973642
0.0,0.0,0.2983,13.884073883274368
1.0,0.0,0.8819,28.200653195352587
1.0,0.0,0.4433,26.77708770400052
1.0,0.0,0.8445,27.50173522200019
0.0,1.0,0.3673,34.09593051458654
1.0,1.0,0.5075,52.0091570340212
1.0,0.0,0.6785,25.53141615096436
0.0,1.0,0.6744,39.74298352096413
1.0,0.0,0.5662,26.1072869164165
1.0,0.0,0.0719,29.72742324877126
1.0,0.0,0.5099,25.96925853069268
0.0,1.0,0.5261,37.94246405046667
0.0,1.0,0.8898,31.178889858362204
0.0,1.0,0.3472,34.681683196061265
0.0,0.0,0.4564,15.039638236241164
0.0,0.0,0.6468,19.548855487343324
0.0,0.0,0.9542,10.438101060031
0.0,1.0,0.9195,30.49188147056254
0.0,0.0,0.7817,16.351960394733076
0.0,1.0,0.3399,34.194085016714816
1.0,1.0,0.6769,57.021103704960524
0.0,1.0,0.4158,34.44411881895565
1.0,1.0,0.3832,59.57545929551435
0.0,1.0,0.2451,35.16169059691776
1.0,0.0,0.5925,25.666551391703678
1.0,0.0,0.4707,26.867061569814226
1.0,1.0,0.3519,52.634828079755785
1.0,1.0,0.8306,63.89087273475084
1.0,0.0,0.5711,25.67970430825104
1.0,0.0,0.5773,25.509603353340985
1.0,0.0,0.572,25.795799561698775
1.0,1.0,0.8839,57.70283661463243
0.0,0.0,0.899,11.376256719195801
0.0,1.0,0.6624,39.039059462143754
0.0,1.0,0.8331,33.49117946159045
0.0,0.0,0.5693,18.56916667727527
1.0,0.0,0.6732,25.73406625816916
0.0,0.0,0.3661,13.905090841123926
0.0,1.0,0.5277,37.74104910799472
0.0,0.0,0.8395,13.73444442914697
1.0,1.0,0.9597,48.70725536069516
0.0,1.0,0.2882,34.124317986556875
1.0,0.0,0.8751,27.964733599888575
0.0,0.0,0.4872,16.7590215279142
0.0,1.0,0.5966,38.77905710148157
0.0,0.0,0.7384,17.30753792215651
1.0,1.0,0.4513,58.52697369612911
0.0,0.0,0.3438,13.541245033530684
1.0,0.0,0.0598,29.236890929904998
1.0,0.0,0.1827,29.452575982842113
0.0,1.0,0.1548,35.950576642089956
1.0,1.0,0.8542,61.47830217452031
0.0,0.0,0.7819,15.835468728647584
1.0,1.0,0.8853,56.936731615906815
0.0,1.0,0.1086,36.0029885566464
0.0,0.0,0.2128,14.79342677301471
1.0,0.0,0.9746,28.3751322623121
1.0,1.0,0.5614,55.04954745538494
1.0,1.0,0.5787,57.267727674085165
1.0,0.0,0.89,28.72809662521337
1.0,0.0,0.4979,25.99530181309524
1.0,0.0,0.2731,28.99147196011075
1.0,0.0,0.0486,29.51157591111548
0.0,1.0,0.586,38.83817721390147
1.0,0.0,0.7762,26.51673097683087
0.0,1.0,0.9032,31.316100108234163
0.0,0.0,0.4251,14.838978804334673
0.0,1.0,0.41,35.22871357343142
0.0,0.0,0.8879,11.963204155643755
1.0,1.0,0.8563,63.96636937779431
0.0,1.0,0.7329,38.220306065433476
0.0,1.0,0.5752,38.34753609717419
1.0,0.0,0.0777,29.166251667146838
0.0,1.0,0.8177,34.36022503974989
0.0,1.0,0.4343,35.63700950892593
0.0,0.0,0.9882,10.658632980780869
0.0,1.0,0.0934,36.18894101304601
0.0,1.0,0.7271,37.79497721108788
0.0,0.0,0.6772,19.679780065393075
0.0,0.0,0.5627,18.56283850761133
1.0,0.0,0.9329,29.546583290739434
0.0,1.0,0.6127,38.9645665493371
0.0,1.0,0.5265,37.69166868350847
1.0,0.0,0.9679,29.402211045700856
0.0,0.0,0.9169,10.717015267997919
0.0,0.0,0.8876,11.74135628456903
0.0,1.0,0.8259,33.942208829045576
0.0,0.0,0.1934,15.248160246776076
0.0,1.0,0.6889,39.14243582316579
0.0,1.0,0.7687,36.915622142553495
0.0,0.0,0.0525,16.151512519053092
1.0,1.0,0.5987,59.120085316773405
0.0,1.0,0.2511,34.4258012835303
1.0,1.0,0.496,53.67099665563994
1.0,0.0,0.4383,26.74349861643574
1.0,0.0,0.6787,25.70375346441672
0.0,0.0,0.7234,18.64016626851625
1.0,0.0,0.9012,28.820175609775035
0.0,1.0,0.2612,34.633406133145456
0.0,0.0,0.4307,15.161706141320266
0.0,0.0,0.8727,11.832595218000305
1.0,1.0,0.7707,51.90500964325129
1.0,0.0,0.6971,25.348378452645065
1.0,1.0,0.6083,58.68983738691058
0.0,0.0,0.8722,12.150494619802473
1.0,1.0,0.0238,55.47027386570409
1.0,0.0,0.8771,27.808902072838592
0.0,1.0,0.2943,34.438376973961944
0.0,1.0,0.5828,39.12893514340852
1.0,0.0,0.2188,29.56989878104796
1.0,1.0,0.0033,56.428680793412425
0.0,0.0,0.2774,14.665864293633696
1.0,0.0,0.8252,27.05002236595893
1.0,1.0,0.979,53.56488365887077
0.0,0.0,0.5558,18.63519848831389
0.0,1.0,0.562,38.474540049395
0.0,1.0,0.2497,35.06258342650253
1.0,0.0,0.0357,29.249440446202843
1.0,0.0,0.9482,29.719769763680095
1.0,1.0,0.6861,53.264753726670435
0.0,1.0,0.6988,38.57625475020552
1.0,0.0,0.3941,27.44144468447591
1.0,0.0,0.723,25.384886235086164
